到达小时,来源区域,图形处理器总需求
1235,区域F,263
1236,区域A,108
1236,区域B,20
1236,区域C,18
1236,区域D,45
1236,区域E,107
1236,区域F,105
1237,区域A,10
1237,区域B,42
1237,区域C,18
1237,区域D,114
1237,区域E,59
1237,区域F,119
1238,区域A,36
1238,区域B,27
1238,区域C,9
1238,区域D,146
1238,区域E,36
1238,区域F,222
1239,区域A,126
1239,区域B,14
1239,区域C,5
1239,区域D,445
1239,区域E,127
1239,区域F,342
1240,区域A,12
1240,区域B,14
1240,区域C,11
1240,区域D,334
1240,区域E,141
1240,区域F,277
1241,区域A,47
1241,区域B,2
1241,区域C,115
1241,区域D,332
1241,区域F,87
1242,区域A,48
1242,区域B,194
1242,区域C,7
1242,区域D,186
1242,区域E,208
1242,区域F,104
1243,区域A,46
1243,区域B,154
1243,区域C,12
1243,区域D,193
1243,区域E,14
1243,区域F,12
1244,区域A,33
1244,区域B,14
1244,区域C,122
1244,区域D,325
1244,区域E,121
1244,区域F,175
1245,区域A,6
1245,区域B,16
1245,区域C,30
1245,区域D,484
1245,区域E,195
1245,区域F,291
1246,区域A,24
1246,区域B,8
1246,区域C,1
1246,区域D,317
1246,区域E,222
1246,区域F,102
1247,区域A,12
1247,区域B,39
1247,区域C,76
1247,区域D,203
1247,区域E,108
1247,区域F,179
1248,区域A,19
1248,区域B,154
1248,区域C,20
1248,区域D,122
1248,区域E,113
1248,区域F,166
1249,区域A,28
1249,区域B,3
1249,区域C,39
1249,区域D,29
1249,区域E,109
1249,区域F,51
1250,区域A,9
1250,区域B,292
1250,区域C,50
1250,区域D,111
1250,区域E,130
1250,区域F,116
1251,区域A,129
1251,区域B,34
1251,区域C,12
1251,区域D,204
1251,区域E,182
1251,区域F,90
1252,区域A,118
1252,区域B,56
1252,区域C,195
1252,区域D,267
1252,区域E,319
1252,区域F,209
1253,区域A,188
1253,区域B,40
1253,区域C,7
1253,区域D,240
1253,区域E,233
1253,区域F,31
1254,区域A,57
1254,区域B,135
1254,区域C,13
1254,区域D,209
1254,区域E,223
1254,区域F,114
1255,区域A,53
1255,区域B,28
1255,区域C,30
1255,区域D,72
1255,区域E,112
1255,区域F,198
1256,区域A,48
1256,区域B,123
1256,区域C,83
1256,区域D,67
1256,区域E,218
1257,区域A,128
1257,区域B,35
1257,区域C,12
1257,区域D,67
1257,区域E,117
1258,区域A,9
1258,区域B,52
1258,区域C,155
1258,区域D,245
1258,区域E,44
1258,区域F,53
1259,区域A,51
1259,区域B,49
1259,区域C,49
1259,区域D,130
1259,区域E,327
1259,区域F,167
1260,区域A,26
1260,区域B,30
1260,区域C,4
1260,区域D,135
1260,区域E,23
1260,区域F,36
1261,区域A,118
1261,区域B,22
1261,区域C,152
1261,区域D,218
1261,区域E,49
1261,区域F,178
1262,区域A,215
1262,区域B,7
1262,区域C,29
1262,区域D,32
1262,区域E,175
1262,区域F,51
1263,区域A,35
1263,区域B,120
1263,区域C,35
1263,区域D,181
1263,区域E,163
1263,区域F,146
1264,区域A,112
1264,区域C,33
1264,区域D,102
1264,区域E,235
1264,区域F,27
1265,区域A,68
1265,区域B,10
1265,区域C,5
1265,区域D,242
1265,区域E,119
1265,区域F,172
1266,区域A,10
1266,区域B,66
1266,区域C,26
1266,区域D,372
1266,区域E,85
1266,区域F,93
1267,区域A,83
1267,区域B,31
1267,区域C,26
1267,区域D,359
1267,区域E,18
1267,区域F,136
1268,区域A,30
1268,区域B,56
1268,区域C,105
1268,区域D,69
1268,区域E,39
1268,区域F,258
1269,区域A,7
1269,区域B,17
1269,区域C,30
1269,区域D,235
1269,区域E,6
1269,区域F,3
1270,区域A,3
1270,区域B,105
1270,区域C,8
1270,区域D,272
1270,区域E,59
1270,区域F,413
1271,区域A,117
1271,区域B,125
1271,区域C,12
1271,区域D,266
1271,区域E,294
1271,区域F,107
1272,区域A,11
1272,区域B,134
1272,区域C,25
1272,区域D,56
1272,区域F,16
1273,区域A,15
1273,区域B,7
1273,区域C,8
1273,区域D,248
1273,区域E,189
1273,区域F,166
1274,区域A,29
1274,区域B,28
1274,区域C,15
1274,区域D,152
1274,区域E,124
1274,区域F,156
1275,区域A,2
1275,区域B,32
1275,区域C,28
1275,区域D,211
1275,区域E,36
1275,区域F,44
1276,区域A,46
1276,区域B,106
1276,区域C,30
1276,区域D,343
1276,区域F,120
1277,区域A,92
1277,区域B,27
1277,区域C,34
1277,区域D,315
1277,区域E,84
1277,区域F,76
1278,区域A,12
1278,区域B,90
1278,区域C,48
1278,区域D,541
1278,区域E,127
1279,区域A,107
1279,区域B,20
1279,区域C,13
1279,区域D,256
1279,区域E,227
1279,区域F,54
1280,区域A,106
1280,区域B,11
1280,区域E,173
1280,区域F,61
1281,区域A,46
1281,区域B,111
1281,区域D,305
1281,区域E,203
1281,区域F,267
1282,区域A,138
1282,区域B,44
1282,区域C,36
1282,区域D,317
1282,区域E,126
1282,区域F,353
1283,区域A,50
1283,区域B,18
1283,区域C,9
1283,区域D,276
1283,区域E,112
1283,区域F,136
1284,区域A,60
1284,区域B,32
1284,区域C,82
1284,区域D,178
1284,区域E,367
1284,区域F,38
1285,区域A,5
1285,区域B,98
1285,区域D,120
1285,区域E,156
1285,区域F,235
1286,区域A,2
1286,区域B,19
1286,区域C,17
1286,区域D,224
1286,区域E,32
1286,区域F,46
1287,区域A,20
1287,区域B,64
1287,区域C,22
1287,区域D,119
1287,区域E,279
1287,区域F,74
1288,区域A,10
1288,区域B,57
1288,区域C,58
1288,区域D,407
1288,区域E,16
1288,区域F,96
1289,区域A,93
1289,区域B,3
1289,区域C,37
1289,区域D,54
1289,区域E,186
1289,区域F,19
1290,区域A,114
1290,区域B,124
1290,区域C,44
1290,区域E,52
1290,区域F,105
1291,区域A,29
1291,区域B,30
1291,区域C,38
1291,区域D,138
1291,区域E,47
1291,区域F,226
1292,区域A,27
1292,区域B,37
1292,区域C,13
1292,区域D,54
1292,区域E,35
1292,区域F,45
1293,区域A,7
1293,区域C,205
1293,区域D,169
1293,区域E,21
1293,区域F,147
1294,区域A,31
1294,区域B,32
1294,区域C,5
1294,区域D,146
1294,区域E,20
1294,区域F,26
1295,区域A,8
1295,区域B,138
1295,区域C,94
1295,区域D,390
1295,区域E,113
1296,区域A,102
1296,区域B,25
1296,区域C,19
1296,区域D,19
1296,区域E,238
1296,区域F,13
1297,区域A,10
1297,区域B,117
1297,区域C,76
1297,区域D,79
1297,区域F,181
1298,区域A,167
1298,区域B,214
1298,区域C,9
1298,区域D,395
1298,区域E,151
1298,区域F,275
1299,区域A,11
1299,区域B,119
1299,区域C,47
1299,区域D,271
1299,区域E,220
1300,区域A,9
1300,区域B,13
1300,区域C,10
1300,区域D,108
1300,区域E,470
1300,区域F,75
1301,区域A,25
1301,区域B,7
1301,区域C,27
1301,区域D,5
1301,区域E,61
1301,区域F,244
1302,区域A,148
1302,区域B,15
1302,区域C,17
1302,区域D,179
1302,区域E,70
1302,区域F,106
1303,区域A,143
1303,区域B,27
1303,区域C,39
1303,区域D,261
1303,区域E,403
1303,区域F,21
1304,区域A,41
1304,区域B,45
1304,区域C,32
1304,区域D,327
1304,区域F,284
1305,区域A,134
1305,区域B,31
1305,区域C,11
1305,区域D,67
1305,区域E,152
1306,区域A,62
1306,区域B,85
1306,区域C,21
1306,区域D,31
1306,区域E,165
1306,区域F,187
1307,区域A,34
1307,区域B,103
1307,区域C,124
1307,区域D,203
1307,区域E,120
1307,区域F,130
1308,区域A,12
1308,区域B,53
1308,区域C,11
1308,区域D,42
1308,区域E,217
1308,区域F,252
1309,区域A,46
1309,区域B,54
1309,区域C,43
1309,区域D,120
1309,区域E,157
1309,区域F,107
1310,区域A,97
1310,区域B,21
1310,区域C,29
1310,区域D,14
1310,区域E,374
1310,区域F,81
1311,区域A,114
1311,区域B,25
1311,区域C,6
1311,区域D,330
1311,区域E,147
1311,区域F,292
1312,区域A,13
1312,区域B,43
1312,区域C,52
1312,区域D,240
1312,区域E,280
1312,区域F,269
1313,区域A,44
1313,区域B,10
1313,区域C,18
1313,区域D,290
1313,区域E,139
1313,区域F,84
1314,区域A,12
1314,区域B,17
1314,区域C,22
1314,区域D,234
1314,区域E,251
1314,区域F,385
1315,区域A,34
1315,区域B,58
1315,区域C,186
1315,区域D,41
1315,区域E,58
1315,区域F,169
1316,区域A,6
1316,区域B,55
1316,区域C,18
1316,区域D,77
1316,区域E,135
1316,区域F,75
1317,区域A,70
1317,区域B,30
1317,区域C,11
1317,区域D,422
1317,区域E,342
1317,区域F,313
1318,区域A,104
1318,区域B,21
1318,区域C,74
1318,区域D,196
1318,区域E,79
1318,区域F,28
1319,区域A,16
1319,区域B,51
1319,区域C,69
1319,区域D,205
1319,区域E,364
1319,区域F,145
1320,区域A,31
1320,区域B,39
1320,区域C,26
1320,区域D,92
1320,区域E,103
1320,区域F,7
1321,区域A,17
1321,区域B,12
1321,区域C,115
1321,区域D,116
1321,区域E,226
1321,区域F,254
1322,区域A,21
1322,区域B,38
1322,区域C,26
1322,区域D,128
1322,区域E,117
1322,区域F,152
1323,区域A,7
1323,区域B,74
1323,区域C,52
1323,区域D,236
1323,区域E,122
1323,区域F,45
1324,区域A,108
1324,区域B,66
1324,区域C,100
1324,区域D,500
1324,区域E,8
1324,区域F,35
1325,区域A,31
1325,区域B,62
1325,区域C,77
1325,区域D,106
1325,区域E,12
1325,区域F,107
1326,区域A,63
1326,区域B,28
1326,区域C,7
1326,区域D,25
1326,区域E,65
1326,区域F,211
1327,区域A,41
1327,区域B,70
1327,区域C,5
1327,区域D,26
1327,区域E,182
1327,区域F,309
1328,区域A,16
1328,区域B,95
1328,区域C,55
1328,区域D,211
1328,区域E,64
1328,区域F,21
1329,区域A,226
1329,区域B,17
1329,区域C,6
1329,区域D,178
1329,区域E,42
1329,区域F,298
1330,区域A,176
1330,区域B,11
1330,区域C,7
1330,区域D,221
1330,区域E,29
1330,区域F,117
1331,区域A,39
1331,区域C,120
1331,区域D,315
1331,区域E,268
1331,区域F,91
1332,区域A,83
1332,区域B,149
1332,区域C,188
1332,区域D,4
1332,区域E,71
1332,区域F,246
1333,区域A,4
1333,区域B,209
1333,区域C,18
1333,区域D,19
1333,区域E,137
1333,区域F,160
1334,区域A,14
1334,区域B,79
1334,区域C,215
1334,区域D,25
1334,区域E,217
1334,区域F,75
1335,区域A,22
1335,区域B,22
1335,区域C,45
1335,区域D,185
1335,区域E,105
1335,区域F,12
1336,区域A,17
1336,区域B,27
1336,区域C,53
1336,区域D,122
1336,区域E,48
1336,区域F,7
1337,区域A,96
1337,区域B,48
1337,区域C,193
1337,区域D,14
1337,区域E,97
1337,区域F,63
1338,区域A,13
1338,区域B,42
1338,区域C,4
1338,区域D,243
1338,区域E,96
1338,区域F,160
1339,区域A,37
1339,区域B,144
1339,区域C,96
1339,区域D,84
1339,区域E,218
1339,区域F,68
1340,区域A,151
1340,区域B,66
1340,区域C,24
1340,区域D,339
1340,区域E,208
1340,区域F,34
1341,区域A,44
1341,区域B,16
1341,区域C,6
1341,区域D,187
1341,区域E,57
1341,区域F,212
1342,区域A,56
1342,区域B,22
1342,区域C,5
1342,区域D,277
1342,区域E,107
1342,区域F,166
1343,区域A,53
1343,区域B,87
1343,区域C,1
1343,区域D,61
1343,区域F,146
1344,区域A,14
1344,区域B,159
1344,区域C,6
1344,区域D,275
1344,区域E,337
1344,区域F,123
1345,区域A,16
1345,区域B,118
1345,区域C,3
1345,区域D,117
1345,区域E,182
1345,区域F,148
1346,区域A,8
1346,区域B,104
1346,区域C,18
1346,区域D,100
1346,区域E,274
1346,区域F,218
1347,区域A,28
1347,区域B,2
1347,区域C,11
1347,区域D,113
1347,区域E,113
1347,区域F,113
1348,区域A,14
1348,区域B,21
1348,区域C,19
1348,区域D,101
1348,区域E,57
1348,区域F,269
1349,区域A,15
1349,区域B,57
1349,区域C,8
1349,区域D,11
1349,区域E,306
1350,区域A,27
1350,区域B,35
1350,区域C,106
1350,区域D,270
1350,区域E,101
1350,区域F,384
1351,区域A,42
1351,区域B,4
1351,区域C,11
1351,区域D,98
1351,区域E,99
1351,区域F,136
1352,区域A,85
1352,区域B,25
1352,区域C,28
1352,区域D,69
1352,区域E,230
1353,区域A,82
1353,区域B,91
1353,区域C,25
1353,区域D,144
1353,区域E,159
1353,区域F,202
1354,区域A,40
1354,区域B,46
1354,区域C,47
1354,区域D,289
1354,区域E,212
1354,区域F,103
1355,区域A,12
1355,区域B,25
1355,区域C,27
1355,区域D,105
1355,区域E,217
1355,区域F,278
1356,区域A,37
1356,区域B,18
1356,区域C,75
1356,区域D,535
1356,区域E,142
1356,区域F,55
1357,区域A,46
1357,区域B,81
1357,区域C,9
1357,区域D,238
1357,区域E,355
1357,区域F,170
1358,区域A,21
1358,区域B,294
1358,区域C,24
1358,区域D,26
1358,区域E,132
1358,区域F,38
1359,区域A,21
1359,区域B,90
1359,区域C,15
1359,区域D,496
1359,区域E,118
1359,区域F,18
1360,区域A,19
1360,区域B,8
1360,区域C,28
1360,区域D,309
1360,区域E,145
1360,区域F,100
1361,区域A,62
1361,区域B,49
1361,区域C,21
1361,区域D,155
1361,区域E,161
1361,区域F,59
1362,区域A,20
1362,区域B,17
1362,区域C,146
1362,区域D,113
1362,区域E,167
1363,区域A,40
1363,区域B,65
1363,区域C,15
1363,区域D,79
1363,区域E,208
1363,区域F,133
1364,区域A,106
1364,区域B,90
1364,区域C,4
1364,区域D,81
1364,区域E,234
1364,区域F,102
1365,区域A,19
1365,区域B,34
1365,区域C,4
1365,区域D,115
1365,区域E,48
1365,区域F,292
1366,区域A,37
1366,区域B,55
1366,区域C,10
1366,区域D,76
1366,区域E,21
1366,区域F,509
1367,区域A,117
1367,区域B,11
1367,区域C,12
1367,区域D,217
1367,区域E,21
1367,区域F,270
1368,区域A,17
1368,区域B,146
1368,区域C,7
1368,区域D,126
1368,区域E,188
1368,区域F,187
1369,区域A,64
1369,区域B,270
1369,区域C,24
1369,区域D,61
1369,区域E,244
1370,区域A,4
1370,区域B,149
1370,区域C,16
1370,区域D,234
1370,区域E,314
1370,区域F,57
1371,区域A,16
1371,区域B,218
1371,区域C,26
1371,区域D,603
1371,区域E,153
1371,区域F,104
1372,区域A,96
1372,区域B,23
1372,区域C,31
1372,区域D,279
1372,区域E,82
1372,区域F,82
1373,区域A,12
1373,区域B,8
1373,区域C,12
1373,区域D,353
1373,区域E,94
1373,区域F,9
1374,区域A,26
1374,区域B,84
1374,区域C,14
1374,区域D,51
1374,区域E,420
1374,区域F,161
1375,区域A,127
1375,区域B,47
1375,区域C,144
1375,区域D,58
1375,区域E,100
1375,区域F,277
1376,区域A,16
1376,区域B,46
1376,区域C,37
1376,区域D,118
1376,区域E,258
1377,区域A,133
1377,区域B,180
1377,区域C,24
1377,区域D,209
1377,区域E,101
1377,区域F,199
1378,区域A,25
1378,区域B,171
1378,区域C,177
1378,区域D,42
1378,区域E,166
1378,区域F,33
1379,区域A,51
1379,区域B,121
1379,区域C,13
1379,区域D,267
1379,区域E,102
1379,区域F,134
1380,区域A,5
1380,区域B,20
1380,区域C,59
1380,区域D,142
1380,区域F,70
1381,区域A,159
1381,区域B,59
1381,区域C,27
1381,区域D,169
1381,区域E,72
1381,区域F,119
1382,区域A,19
1382,区域B,48
1382,区域C,80
1382,区域D,137
1382,区域E,120
1382,区域F,170
1383,区域A,112
1383,区域B,21
1383,区域C,114
1383,区域D,165
1383,区域E,206
1383,区域F,168
1384,区域A,29
1384,区域B,246
1384,区域C,38
1384,区域D,326
1384,区域E,332
1384,区域F,264
1385,区域A,35
1385,区域B,23
1385,区域C,14
1385,区域D,319
1385,区域E,129
1386,区域A,45
1386,区域B,36
1386,区域D,192
1386,区域E,75
1386,区域F,209
1387,区域A,57
1387,区域B,75
1387,区域C,27
1387,区域D,211
1387,区域E,96
1387,区域F,65
1388,区域A,34
1388,区域B,37
1388,区域C,89
1388,区域D,19
1388,区域E,19
1388,区域F,141
1389,区域A,190
1389,区域B,36
1389,区域C,25
1389,区域D,176
1389,区域F,78
1390,区域A,63
1390,区域B,33
1390,区域C,101
1390,区域D,245
1390,区域E,104
1390,区域F,181
1391,区域A,32
1391,区域B,23
1391,区域C,34
1391,区域D,125
1391,区域E,125
1391,区域F,98
1392,区域A,44
1392,区域B,23
1392,区域C,7
1392,区域D,61
1392,区域E,244
1392,区域F,245
1393,区域A,62
1393,区域B,79
1393,区域C,32
1393,区域D,120
1393,区域E,264
1393,区域F,96
1394,区域A,28
1394,区域B,6
1394,区域C,41
1394,区域D,121
1394,区域E,50
1394,区域F,55
1395,区域A,12
1395,区域B,32
1395,区域C,9
1395,区域D,233
1395,区域E,302
1395,区域F,55
1396,区域A,31
1396,区域C,7
1396,区域D,26
1396,区域E,309
1396,区域F,108
1397,区域A,137
1397,区域C,31
1397,区域D,352
1397,区域E,61
1397,区域F,12
1398,区域A,56
1398,区域B,22
1398,区域C,23
1398,区域D,208
1398,区域E,236
1398,区域F,52
1399,区域A,29
1399,区域B,14
1399,区域C,25
1399,区域D,330
1399,区域E,157
1399,区域F,237
1400,区域A,69
1400,区域B,16
1400,区域C,19
1400,区域D,157
1400,区域F,184
1401,区域A,99
1401,区域B,31
1401,区域C,35
1401,区域D,19
1401,区域E,117
1401,区域F,134
1402,区域A,25
1402,区域B,2
1402,区域C,119
1402,区域D,84
1402,区域E,94
1402,区域F,95
1403,区域A,115
1403,区域B,17
1403,区域C,145
1403,区域D,214
1403,区域E,16
1403,区域F,95
1404,区域A,42
1404,区域B,60
1404,区域C,26
1404,区域D,311
1404,区域E,145
1404,区域F,121
1405,区域A,33
1405,区域B,4
1405,区域C,28
1405,区域D,288
1405,区域E,12
1405,区域F,121
1406,区域A,4
1406,区域B,102
1406,区域C,8
1406,区域D,265
1406,区域E,147
1406,区域F,210
1407,区域A,7
1407,区域B,14
1407,区域C,85
1407,区域D,131
1407,区域F,175
1408,区域A,81
1408,区域B,23
1408,区域C,27
1408,区域D,21
1408,区域E,4
1408,区域F,71
1409,区域A,11
1409,区域B,119
1409,区域C,46
1409,区域D,144
1409,区域E,51
1409,区域F,274
1410,区域A,39
1410,区域B,130
1410,区域C,38
1410,区域D,132
1410,区域E,115
1410,区域F,120
1411,区域A,16
1411,区域B,129
1411,区域C,12
1411,区域D,139
1411,区域E,72
1411,区域F,93
1412,区域A,36
1412,区域C,34
1412,区域D,273
1412,区域E,295
1412,区域F,114
1413,区域A,26
1413,区域B,13
1413,区域C,11
1413,区域D,115
1413,区域E,139
1413,区域F,160
1414,区域A,115
1414,区域B,90
1414,区域C,14
1414,区域D,183
1414,区域E,116
1414,区域F,332
1415,区域A,5
1415,区域B,125
1415,区域C,93
1415,区域D,102
1416,区域A,213
1416,区域B,25
1416,区域C,14
1416,区域D,61
1416,区域E,124
1416,区域F,12
1417,区域A,9
1417,区域B,82
1417,区域D,218
1417,区域E,8
1417,区域F,121
1418,区域A,135
1418,区域B,144
1418,区域C,174
1418,区域D,55
1418,区域E,130
1418,区域F,176
1419,区域A,75
1419,区域B,45
1419,区域C,2
1419,区域D,77
1419,区域E,81
1419,区域F,164
1420,区域A,95
1420,区域B,6
1420,区域C,22
1420,区域D,234
1420,区域F,108
1421,区域A,20
1421,区域B,15
1421,区域C,29
1421,区域D,260
1421,区域E,42
1421,区域F,160
1422,区域A,27
1422,区域B,193
1422,区域C,24
1422,区域D,20
1422,区域E,59
1422,区域F,12
1423,区域A,162
1423,区域B,10
1423,区域C,10
1423,区域D,322
1423,区域E,62
1423,区域F,171
1424,区域A,14
1424,区域B,33
1424,区域C,56
1424,区域D,201
1424,区域E,139
1424,区域F,74
1425,区域A,44
1425,区域B,101
1425,区域C,70
1425,区域D,141
1425,区域E,222
1425,区域F,106
1426,区域A,71
1426,区域B,12
1426,区域C,19
1426,区域D,65
1426,区域E,175
1426,区域F,216
1427,区域A,8
1427,区域B,53
1427,区域D,241
1427,区域E,10
1427,区域F,235
1428,区域A,5
1428,区域B,125
1428,区域C,5
1428,区域D,287
1428,区域E,53
1428,区域F,164
1429,区域A,29
1429,区域B,22
1429,区域C,84
1429,区域D,102
1429,区域E,61
1429,区域F,6
1430,区域A,58
1430,区域B,11
1430,区域D,153
1430,区域E,148
1430,区域F,22
1431,区域A,39
1431,区域B,58
1431,区域D,301
1431,区域E,117
1431,区域F,74
1432,区域A,17
1432,区域B,16
1432,区域C,20
1432,区域D,110
1432,区域E,266
1432,区域F,123
1433,区域A,59
1433,区域B,11
1433,区域C,24
1433,区域D,415
1433,区域E,37
1433,区域F,203
1434,区域A,83
1434,区域B,9
1434,区域C,24
1434,区域D,110
1434,区域E,7
1435,区域A,35
1435,区域B,21
1435,区域C,1
1435,区域D,103
1435,区域E,115
1436,区域A,27
1436,区域B,5
1436,区域C,69
1436,区域D,118
1436,区域E,178
1436,区域F,215
1437,区域A,31
1437,区域B,68
1437,区域C,26
1437,区域D,45
1437,区域E,137
1437,区域F,100
1438,区域A,56
1438,区域B,11
1438,区域C,112
1438,区域D,220
1438,区域E,101
1438,区域F,68
1439,区域A,29
1439,区域B,5
1439,区域C,39
1439,区域D,55
1439,区域E,302
1439,区域F,73
1440,区域A,11
1440,区域B,17
1440,区域C,134
1440,区域D,155
1440,区域E,158
1440,区域F,67
1441,区域A,125
1441,区域B,61
1441,区域C,39
1441,区域D,156
1441,区域E,206
1442,区域A,113
1442,区域B,14
1442,区域C,7
1442,区域D,183
1442,区域E,10
1442,区域F,174
1443,区域A,17
1443,区域C,106
1443,区域D,365
1443,区域E,158
1444,区域A,7
1444,区域B,58
1444,区域C,71
1444,区域D,271
1444,区域E,111
1444,区域F,238
1445,区域A,126
1445,区域B,124
1445,区域C,8
1445,区域D,230
1445,区域E,162
1445,区域F,256
1446,区域A,62
1446,区域B,31
1446,区域C,12
1446,区域D,248
1446,区域E,170
1447,区域A,41
1447,区域B,5
1447,区域C,24
1447,区域D,73
1447,区域F,22
1448,区域A,33
1448,区域B,9
1448,区域C,25
1448,区域D,165
1448,区域E,39
1448,区域F,65
1449,区域A,21
1449,区域B,78
1449,区域C,161
1449,区域D,289
1449,区域E,287
1449,区域F,80
1450,区域A,121
1450,区域B,14
1450,区域C,161
1450,区域D,82
1450,区域F,113
1451,区域B,39
1451,区域C,9
1451,区域D,115
1451,区域E,142
1451,区域F,70
1452,区域A,150
1452,区域B,53
1452,区域D,291
1452,区域E,18
1452,区域F,21
1453,区域A,38
1453,区域B,49
1453,区域C,12
1453,区域D,159
1453,区域E,93
1453,区域F,60
1454,区域A,19
1454,区域B,29
1454,区域D,269
1454,区域E,263
1454,区域F,138
1455,区域A,33
1455,区域B,172
1455,区域C,16
1455,区域D,81
1455,区域E,54
1456,区域A,45
1456,区域B,10
1456,区域C,26
1456,区域D,225
1456,区域E,98
1456,区域F,152
1457,区域A,12
1457,区域B,27
1457,区域C,144
1457,区域D,362
1457,区域E,179
1457,区域F,19
1458,区域A,142
1458,区域B,235
1458,区域C,53
1458,区域E,223
1458,区域F,111
1459,区域A,42
1459,区域B,54
1459,区域C,13
1459,区域D,112
1459,区域E,37
1460,区域A,100
1460,区域B,139
1460,区域C,17
1460,区域D,58
1460,区域E,91
1460,区域F,76
1461,区域A,8
1461,区域B,16
1461,区域C,119
1461,区域D,9
1461,区域E,144
1461,区域F,93
1462,区域A,161
1462,区域B,25
1462,区域C,28
1462,区域D,85
1462,区域E,51
1462,区域F,360
1463,区域A,260
1463,区域C,126
1463,区域D,209
1463,区域E,85
1463,区域F,210
1464,区域A,30
1464,区域B,171
1464,区域C,20
1464,区域D,236
1464,区域E,33
1464,区域F,81
1465,区域A,28
1465,区域B,63
1465,区域C,11
1465,区域E,195
1465,区域F,126
1466,区域A,48
1466,区域B,169
1466,区域C,101
1466,区域D,177
1466,区域E,103
1466,区域F,105
1467,区域A,93
1467,区域B,38
1467,区域C,46
1467,区域D,554
1467,区域E,85
1467,区域F,93
1468,区域A,135
1468,区域B,108
1468,区域D,380
1468,区域E,266
1468,区域F,22
1469,区域A,14
1469,区域B,45
1469,区域C,28
1469,区域D,277
1469,区域E,120
1469,区域F,183
1470,区域A,90
1470,区域B,69
1470,区域C,8
1470,区域D,173
1470,区域E,234
1470,区域F,150
1471,区域A,38
1471,区域B,30
1471,区域C,38
1471,区域D,56
1471,区域E,203
1471,区域F,245
1472,区域A,26
1472,区域B,28
1472,区域C,10
1472,区域D,286
1472,区域E,224
1472,区域F,132
1473,区域A,59
1473,区域B,41
1473,区域C,17
1473,区域D,137
1473,区域E,379
1473,区域F,10
1474,区域A,111
1474,区域B,13
1474,区域C,22
1474,区域D,276
1474,区域E,6
1474,区域F,349
1475,区域A,44
1475,区域B,21
1475,区域C,29
1475,区域D,291
1475,区域E,77
1476,区域A,39
1476,区域B,61
1476,区域C,163
1476,区域D,166
1476,区域E,240
1476,区域F,69
1477,区域A,77
1477,区域B,124
1477,区域C,26
1477,区域D,322
1477,区域E,129
1478,区域A,9
1478,区域B,16
1478,区域C,9
1478,区域D,13
1478,区域E,107
1478,区域F,114
1479,区域A,116
1479,区域B,12
1479,区域C,40
1479,区域D,144
1479,区域E,176
1479,区域F,29
1480,区域A,11
1480,区域B,163
1480,区域C,15
1480,区域D,31
1480,区域E,35
1480,区域F,57
1481,区域A,142
1481,区域B,23
1481,区域C,94
1481,区域D,279
1481,区域E,10
1481,区域F,213
1482,区域A,55
1482,区域C,59
1482,区域D,222
1482,区域E,23
1482,区域F,306
1483,区域A,73
1483,区域B,50
1483,区域C,48
1483,区域D,323
1483,区域E,96
1483,区域F,38
1484,区域A,44
1484,区域B,25
1484,区域C,40
1484,区域D,222
1484,区域E,58
1484,区域F,156
1485,区域A,28
1485,区域B,9
1485,区域C,63
1485,区域D,148
1485,区域E,51
1486,区域A,30
1486,区域B,17
1486,区域C,193
1486,区域D,25
1486,区域E,62
1486,区域F,176
1487,区域A,68
1487,区域B,55
1487,区域C,40
1487,区域D,98
1487,区域E,244
1487,区域F,143
1488,区域A,69
1488,区域B,15
1488,区域C,31
1488,区域D,411
1488,区域E,52
1488,区域F,172
1489,区域A,14
1489,区域B,34
1489,区域D,551
1489,区域E,100
1489,区域F,79
1490,区域A,87
1490,区域B,143
1490,区域C,59
1490,区域D,32
1490,区域E,231
1490,区域F,63
1491,区域A,33
1491,区域B,48
1491,区域C,24
1491,区域D,61
1491,区域E,246
1491,区域F,94
1492,区域A,52
1492,区域B,16
1492,区域C,171
1492,区域D,638
1492,区域E,10
1492,区域F,149
1493,区域A,41
1493,区域B,27
1493,区域C,36
1493,区域D,151
1493,区域E,190
1493,区域F,253
1494,区域A,18
1494,区域B,24
1494,区域C,21
1494,区域D,117
1494,区域E,122
1494,区域F,26
1495,区域A,55
1495,区域B,50
1495,区域C,15
1495,区域D,253
1495,区域E,30
1495,区域F,170
1496,区域A,71
1496,区域B,27
1496,区域C,77
1496,区域D,178
1496,区域E,438
1496,区域F,158
1497,区域A,2
1497,区域B,191
1497,区域C,26
1497,区域D,220
1497,区域E,308
1497,区域F,112
1498,区域A,13
1498,区域B,24
1498,区域C,21
1498,区域D,396
1498,区域E,131
1498,区域F,149
1499,区域A,38
1499,区域B,31
1499,区域C,208
1499,区域D,116
1499,区域E,146
1499,区域F,90
1500,区域A,25
1500,区域B,32
1500,区域C,3
1500,区域D,164
1500,区域E,267
1500,区域F,53
1501,区域A,25
1501,区域B,2
1501,区域C,96
1501,区域D,35
1501,区域E,9
1501,区域F,145
1502,区域A,5
1502,区域B,36
1502,区域C,2
1502,区域D,94
1502,区域E,72
1502,区域F,294
1503,区域A,7
1503,区域B,49
1503,区域C,153
1503,区域D,260
1503,区域E,95
1503,区域F,4
1504,区域A,8
1504,区域B,111
1504,区域C,6
1504,区域D,236
1504,区域E,68
1504,区域F,165
1505,区域A,101
